,Unnamed: 0,Rank,Song Name,Artist,Duration,Album,Lyrics,Year,bins
498,498,393,Still into You,Paramore,216,Paramore,Verse 1Cant count the years on one handThat weve been togetherI need the other one to hold youMake you feel make you feel betterIts not a walk in the parkTo love each otherBut when our fingers interlockCant deny cant deny youre worth itPreChorusCause after all this time Im still into youChorusI should be over all the butterfliesBut Im into you Im into youAnd baby even on our worst nightsIm into you Im into youLet em wonder how we got this farCause I dont really need to wonder at allYeah after all this time Im still into youVerse 2Recount the night that I first met your motherAnd on the drive back to my houseI told you that I told you that I loved yaYou felt the weight of the worldFall off your shoulderAnd to your favorite songWe sang along to the start of foreverPreChorusAnd after all this time Im still into youChorusI should be over all the butterfliesBut Im into you Im into youAnd baby even on our worst nightsIm into you Im into youLet em wonder how we got this farCause I dont really need to wonder at allYeah after all this time Im still into youBridgeSome things just some things just make senseAnd one of those is you and ISome things just some things just make senseAnd even after all this timeIm into youBaby not a day goes byThat Im not into youChorusI should be over all the butterfliesBut Im into you Im into youAnd baby even on our worst nightsIm into you Im into youLet em wonder how we got this farCause I dont really need to wonder at allYeah after all this time Im still into youOutroIm still into youIm still into you,2013,2010s
499,499,394,Talk Show Host,Radiohead,0,B-Sides,Verse 1I want toI want to be someone else or Ill explodeFloating upon the surface forThe birds the birdsThe birdsVerse 2You want meFuckin well come and find meIll be waitingWith a gun and a pack of sandwichesAnd nothing nothingNothing nothingVerse 3You want meWell come on and break the door downYou want meFuckin come on and break the door downIm ready Im readyIm readyIm readyIm readyIm ready,1996,90s
500,500,399,La La Love You,Pixies,163,Doolittle,David LoveringShake your buttBlack FrancisNot too hardDavid LoveringShake your buttBlack FrancisNot too hardYeahYeahYeahI love you I love youI love you I doI love youAll Im saying pretty babyLa la love you dont mean maybeAll Im saying pretty babyFirst base second base third base home runYeahYeahYeahI love you I love youI love you I doI love youAll Im saying pretty babyLa la love you dont mean maybeAll Im saying pretty babyLa la love you dont mean maybeAll Im saying pretty babyLa la love you dont mean maybeAll Im saying pretty babyLa la love you dont mean maybeAll Im saying pretty baby,1989,80s
501,501,403,Unravel,Björk,0,Homogenic,VerseWhile you are awayMy heart comes undoneSlowly unravelsIn a ball of yarnPreChorusThe devil collects itWith a grinOur loveIn a ball of yarnChorusHell never return itSo when you come backWell have to make new loveHell never return itSo when you come backWell have to make new loveVerseWhile you are awayMy heart comes undoneSlowly unravelsIn a ball of yarnPreChorusThe devil collects itWith a grinOur love our loveIn a ball of yarnChorusHell never return itSo when you come backWell have to make new loveHell never return itSo when you come backWell have to make new loveChorusHell never return itSo when you come backWell have to make new loveHell never return itSo when you come backWell have to make new love,1997,90s
502,502,404,Possibly Maybe,Björk,359,Post,Verse 1Your flirts it finds me outTeases the crack in meSmittens me with hopeChorusPossibly maybePossibly maybePossibly maybeVerse 2As much as I definitely enjoy solitudeI wouldnt mind perhapsSpending little time with youSometimes sometimesChorusPossibly maybeProbably love Possibly maybePossibly maybeProbably love PossiblyVerse 3Uncertainty excites me babyWho knows whats going to happenLottery or car crashOr youll join a cultChorusProbably maybe Possibly maybePossibly loveThis is probably maybe Possibly maybePossibly love possiblyVerse 4Mon petit vulcanYour eruptions and disastersI keep calmAdmiring your lavaI keep calmChorusPossibly maybeProbably love PossiblyPossibly maybeProbably loveVerse 5Electric shocksI love themWith you dozen a dayBut after a while I wonderWheres that love you promised me Where is itChorusPossibly maybeProbably love PossiblyPossibly possibly possibly maybeProbably love PossiblyVerse 6How can you offer me love like thatMy hearts burnedHow can you offer me love like thatIm exhausted leave me aloneChorusPossibly maybePossibly maybePossibly maybeVerse 7Since we broke upIm using lipstick againI suck my tongueIn remembrance of youChorusPossibly maybePossibly maybePossibly maybePossibly maybePossibly maybePossibly maybePossibly maybePossibly maybePossibly maybe,1996,90s
503,503,406,I Could Have Lied,Red Hot Chili Peppers,244,Blood Sugar Sex Magik,Verse 1There must be something in the way I feelThat she dont want me to feelThe stare she bares cut me I dont careYou see so what if I bleedI could never change just what I feelMy face will never show what is not realA mountain never seemed to have the need to speakA look that shares so many seekThe sweetest feeling I got from youThe things I said to you were trueI could never change just what I feelMy face will never show what is not realChorusI could have lied Im such a foolMy eyes could never never never keep their coolShowed her and I told her howShe struck me but Im fucked up nowGuitar SoloVerse 2But now shes gone yes shes gone awayA soulful song that would not stayYou see she hides cause she is scaredBut I dont care I wont be sparedChorusI could have lied Im such a foolMy eyes could never never never keep their coolShowed her and I told her howShe struck me but Im fucked up nowI could have lied Im such a foolMy eyes could never never never keep their coolI showed her and I told her howShe struck me but Im fucked up nowGuitar Solo,1991,90s
504,504,407,Love Street,The Doors,171,Waiting for the Sun,ChorusShe lives on Love StreetLingers long on Love StreetShe has a house and gardenI would like to see what happensVerse 1She has robes and she has monkeysLazy diamond studded flunkiesShe has wisdom and knows what to doShe has me and she has youPiano SoloBridgeShe has wisdom and knows what to doShe has me and she has youVerse 2I see you live on Love StreetTheres this store where the creatures meetI wonder what they do in thereSummer Sunday and a yearI guess I like it fine so farChorusShe lives on Love StreetLingers long on Love StreetShe has a house and gardenI would like to see what happensOutroLa la la lalalalaLa la la lalalalaLa la la lalalalaLa la la lalalala,1968,60s
505,505,410,You Are Not Alone,Michael Jackson,337,Number Ones,Instrumental breakVerse 1Another day has goneIm still all aloneHow could this beYoure not here with meYou never said goodbyeSomeone tell me whyDid you have to goAnd leave my world so coldPreChorusEvery day I sit and ask myselfHow did love slip awaySomething whispers in my ear and saysChorusThat you are not aloneI am here with youThough youre far awayI am here to stayBut you are not aloneI am here with youThough were far apartYoure always in my heartBut you are not aloneLone loneWhy loneVerse 2Just the other nightI thought I heard you cryAsking me to comeAnd hold you in my armsI can hear your prayersYour burdens I will bearBut first I need your handThen forever can beginPreChorusEvery day I sit and ask myselfHow did love slip awaySomething whispers in my ear and saysChorusThat you are not aloneI am here with youThough youre far awayI am here to stayBut you are not aloneI am here with youThough were far apartYoure always in my heartBut you are not aloneLone loneWhy loneBridgeWhisper three words and Ill come runningAnd girl you know that Ill be thereIll be thereChorus to fadeThat you are not aloneI am here with youThough youre far awayI am here to stayBut you are not aloneI am here with youThough were far apartYoure always in my heartBut you are not aloneLone loneWhy loneOutro sung over the ChorusFor you are not aloneNot alone ohYou are not aloneYou are not aloneSay it againYou are not aloneYou are not aloneNot alone Not aloneIf you just reach out for me girlIn the morning in the eveningNot alone not aloneYou and me not aloneOh together togetherNot not being aloneNot not being alone,1995,90s
506,506,417,I'm Sticking With You,The Velvet Underground,147,VU,ChorusIm sticking with youCause Im made out of glueAnything that you might doIm gonna do tooVerseYou held up a stagecoach in the rainAnd Im doing the sameSaw you hanging from a treeAnd I made believe it was meChorusIm sticking with youCause Im made out of glueAnything that you might doIm gonna do tooBridgeSome people go into the stratosphereSoldiers fighting with the CongBut with you by my side I can do anythingWhen we swing we hang past right and wrongOutroIll do anything for youAnything you want me toIll do anything for youOh oh Im sticking with youOh oh Im sticking with youOh oh Im sticking with youOh oh Im sticking with youOh oh Im sticking with youOh oh Im sticking with youOh oh Im sticking with you,1985,80s
507,507,421,Drunk in Love,Beyoncé,0,Beyoncé,Verse 1 BeyoncéIve been drinkin Ive been drinkinI get filthy when that liquor get into meIve been thinkin Ive been thinkinWhy cant I keep my fingers off itBaby I want you nownowWhy cant I keep my fingers off youBaby I want you nownowCigars on ice cigars on iceFeelin like an animal with these cameras all in my grillFlashin lights flashin lightsYou got me faded faded fadedBaby I want you nownowCant keep your eyes off my fattyDaddy I want you nownowDrunk in love I want youPreChorus BeyoncéWe woke up in the kitchenSaying How the hell did this shit happenOh baby drunk in loveWe be all night last thing I rememberIs our beautiful bodies grindin up in that clubDrunk in loveChorus BeyoncéWe be all night love loveWe be all night love loveVerse 2 BeyoncéWe be all night and everything all rightNo complaints from my bodySo fluorescent under these lightsBoy Im drinkin park it in my lot 711Im rubbin on it rubrubbinIf you scared call that reverendBoy Im drinkin get my brain rightArmand de Brignac gangster wifeLouis sheets he sweat it outLike washrags he wet it upBoy Im drinkin Im singin on the mic to my boy toysThen I fill the tub up halfwayThen ride it with my surfboard surfboard surfboardGrainin on that woodGrainingrainin on that woodIm swervin on that swervinswervin on thatBig body been servin all thisSwerve surfin all in this goodgoodPreChorus BeyoncéWe woke up in the kitchenSaying How the hell did this shit happenOh baby drunk in loveWe be all night last thing I rememberIs our beautiful bodies grindin up in that clubDrunk in loveChorus Beyoncé  JAYZWe be all night love loveWe be all night love loveIm nice right now… Hold upVerse 3 JAYZThat DUSSÉ is the shit if I do say so myselfIf I do say so myself if I do say so myselfHold up stumble all in the houseTime to back up all that mouthThat you had all in the carTalkin about you the baddest bitch thus farTalkin about you be reppin that ThirdI wanna see all that shit that I heardKnow I sling Clint EastwoodHope you can handle this curve uhForeplay in a foyer fucked up my WarholSlid the panties right to the sideAint got the time to take drawers offOn sight catch a charge I mightBeat the box up like Mike in 97 I biteIm Ike Turner turn up baby no I dont playNow eat the cake Anna MaeSaid Eat the cake Anna MaeIm nice for yall to reach these heightsYou gon need G3 4 5 6 flightsSleep tight we sex again in the morningYour breasteses is my breakfastWe goin in we be all nightChorus BeyoncéWe be all night love loveWe be all night love loveBridge BeyoncéIm never tired never tiredI been sippin thats the only thingThats keepin me on fire we on fireDidnt mean to spill that liquor all on my attireIve been drinkin watermelonI want your body right hereDaddy I want you right nowCant keep your eyes off my fattyDaddy I want youChorus BeyoncéWe be all night love loveWe be all night love loveProduced by Noah “Detail” Fisher Beyoncé Knowles Timbaland Jerome Harmon BOOTS and Andre Proctor,2013,2010s
